rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
304,97,high,26083,bbba87b2-8e3a-4777-ac2c-e126dd13d6aa,Impacts of evapotranspiration on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44402,Climate Change Vulnerability; Sensitivity; Evapotranspiration; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26083,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
305,97,high,26105,2399bd93-dd4b-44e4-827d-d24448842406,Impacts of mean net primary product on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44912,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26105,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
306,97,high,26086,ce884915-95bd-47b9-ac7d-bf6ce0e74e59,Impacts of decadal rainy season forest fire on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44582,Climate Change Vulnerability; Sensitivity; Forest Fire; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26086,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
307,97,high,26049,e6fe0186-aedc-4faa-bd61-f55af7b28790,Bioclimatic variables of 2010 in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44424,Climate Change Vulnerability; Forest Dependence; Forest; BioClimate; Exposure servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26049,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
308,97,high,26072,04410d4d-01b6-4204-9b0f-984f7eadd6c2,Impacts of tree density on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44503,Climate Change Vulnerability; Forest Dependence; Forest Vulnerability; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26072,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
309,97,high,26092,3d8eacf3-0f2a-469f-9b19-cfd00b3f9fe4,Impacts of decadal winter season gross primary product on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44685,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26092,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
310,97,high,26080,cfb62d54-5098-479f-948f-13266226e1ee,Impacts of decadal summer season evapotranspiration on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,41875,Climate Change Vulnerability; Sensitivity; Evapotranspiration; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26080,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
311,97,high,26103,425c07bb-832d-497e-9138-dc8c1b50a6c0,Impacts of mean Leaf Area Index on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,45804,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26103,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
312,97,high,26075,f316508d-ec6c-4e47-9c9e-ccf0196f02a6,Impacts of decadal summer season albedo on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,45619,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26075,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
313,97,high,26078,a8ef0e09-ed45-43bc-b86c-3fda05ecc319,Impacts of albedo on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,41094,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26078,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
314,97,high,26081,c801e179-c32e-40a5-b2b2-3dd1a3696c3a,Impacts of decadal rainy season evapotranspiration on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44054,Climate Change Vulnerability; Sensitivity; Evapotranspiration; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26081,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
315,97,high,26067,f7084569-6a25-4a45-9c0a-404d290f51aa,Impacts of Leaf Area Index(LAI) change on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,43917,Climate Change Vulnerability; Forest Dependence; Forest Vulnerability; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26067,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
316,97,high,26074,b2accb81-4c87-41df-bcd9-cdd01769a088,Human dependence on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44704,Climate Change Vulnerability; Forest Dependence; Human Dependence; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26074,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
317,97,high,26101,3837475d-8b52-4308-bb0a-33e684cb6e1f,Impacts of decadal rainy season Leaf Area Index on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44555,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26101,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
318,97,high,26088,40ec51d7-be87-4dd6-9d4c-5c9d01d88688,Impacts of forest fire on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44404,Climate Change Vulnerability; Sensitivity; Forest Fire; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26088,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
319,97,high,26064,8200e21d-b89b-4b96-93ea-c870d822433f,Impacts of albedo change on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44967,Climate Change Vulnerability; Forest Dependence; Forest; BioClimate; Exposure; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26064,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
320,97,high,26076,e2a1230b-8a46-4373-84d7-305851ff8a73,Impacts of decadal rainy season albedo on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44788,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26076,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
321,97,high,26106,f58868ea-8f5b-4d84-9771-cf07add4f1a8,Impacts of net primary product on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,45085,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26106,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
322,97,high,26062,9e2909cb-784e-4a52-a2fe-d46142674afc,Bioclimatic variables of 2050 in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44084,Climate Change Vulnerability; Forest Dependence; Forest; BioClimate; Exposure; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26062,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
323,97,high,26077,47e48df5-353b-443a-a8ae-1f0b76a46e73,Impacts of decadal winter season albedo on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,44927,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26077,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
324,97,high,26079,1c07a666-2d09-4ff7-9653-1762a43b54c2,Impacts of albedo on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,40815,Climate Change Vulnerability; Sensitivity; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26079,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
325,96,high,9190,e559f1df-81fb-41d6-b61e-5944de02818b,Slope Length Factor of Koshi Basin,route hazard / safety,hazard; hydrology; terrain_landcover,Grid,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T16:32:00,1117,Slope; Soil Erosion; Koshi Basin; Nepal; Environment,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9190,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
326,96,high,9194,4795fa9d-1fc0-4dba-98e2-0eeaebf180a2,Slope Steepness Factor of Koshi Basin,route hazard / safety,hazard; hydrology; terrain_landcover,Grid,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T09:15:00,2758,Soil Erosion; Slope Steepness; Koshi Basin; Nepal; Environment,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9194,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
